semester_code,department,course_id,section,course_name,target_unit,grade_level,course_type,credits,cutoff_weight,year_roc,semester,year_ad,semester_ordinal,course_key,prev_1_weight,prev_2_weight,avg_weight_3sem,avg_weight_all,weight_volatility,semesters_offered,weight_trend,is_required,dept_cluster,popularity_tier,oversubscription_ratio,domain_category,prev_1_oversub_ratio,prev_2_oversub_ratio,avg_oversub_ratio_3sem,prev_1_remaining_spots,demand_trend,instructor_avg_cutoff,instructor_course_count,is_prime_time,num_time_slots
1012,一般通識組,00000006,,東亞近代史,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000006||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000522,,鉅變時代的知識管理,B00-一般通識組2,2,選修,2.0,0.0,101,2,2012,1,00000522||B00-一般通識組2,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099003b,B,體育-游泳,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099003b|B|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000341,A,山海經與神話,B00-一般通識組1,1,選修,2.0,28.0,101,2,2012,1,00000341|A|B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000069,,情緒管理,B00-一般通識組2,2,選修,2.0,18.0,101,2,2012,1,00000069||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000524,,歷史與宗教,B00-一般通識組1,1,選修,2.0,12.0,101,2,2012,1,00000524||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000239,,運動生物學概論,B00-一般通識組2,2,選修,2.0,36.0,101,2,2012,1,00000239||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,體育教學組,0099002k,K,體育-羽球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099002k|K|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000406,,論語與現代社會,B00-一般通識組1,1,選修,2.0,40.0,101,2,2012,1,00000406||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000526,,《金瓶梅》與情愛關係探討,B00-一般通識組1,1,選修,2.0,44.0,101,2,2012,1,00000526||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000070,,飲食與文化,B00-一般通識組2,2,選修,2.0,20.0,101,2,2012,1,00000070||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000341,B,山海經與神話,B00-一般通識組1,1,選修,2.0,19.0,101,2,2012,1,00000341|B|B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,體育教學組,0099002i,I,體育-羽球,B99-體育教學組1,1,必修,0.0,10.0,101,2,2012,1,0099002i|I|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000528,,當代英國小說與文化,B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000528||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000529,,文學、帝國與醫學想像,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000529||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099002h,H,體育-羽球,B99-體育教學組1,1,必修,0.0,20.0,101,2,2012,1,0099002h|H|B99-體育教學組1,,,,,,1,,1,體育,medium,,N/A,,,,,,,,,
1012,一般通識組,00000535,,西遊記,B00-一般通識組1,1,選修,2.0,15.0,101,2,2012,1,00000535||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099002j,J,體育-羽球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099002j|J|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000542,,跨領域醫病溝通案例討論,B00-一般通識組2,2,選修,2.0,24.0,101,2,2012,1,00000542||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000340,,故事學,B00-一般通識組1,1,選修,2.0,30.0,101,2,2012,1,00000340||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099003h,H,體育-游泳,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099003h|H|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,體育教學組,0099008g,G,體育-桌球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099008g|G|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000494,,歐洲社會與文化,B00-一般通識組2,2,選修,2.0,5.0,101,2,2012,1,00000494||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000041,,醫院管理學,B00-一般通識組2,2,選修,2.0,11.0,101,2,2012,1,00000041||B00-一般通識組2,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099008e,E,體育-桌球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099008e|E|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,體育教學組,0099008d,D,體育-桌球,B99-體育教學組1,1,必修,0.0,5.0,101,2,2012,1,0099008d|D|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000334,,認識非營利組織,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000334||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000047,,英文寫作,B00-一般通識組2,2,選修,2.0,70.0,101,2,2012,1,00000047||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000162,,變態心理學,B00-一般通識組2,2,選修,2.0,20.0,101,2,2012,1,00000162||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000166,,音樂治療概論,B00-一般通識組1,1,選修,2.0,15.0,101,2,2012,1,00000166||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000513,A,多元文化中的數學思維,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000513|A|B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000059,,詩詞欣賞,B00-一般通識組1,1,選修,2.0,2.0,101,2,2012,1,00000059||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000513,B,多元文化中的數學思維,B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000513|B|B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099008a,A,體育-桌球,B99-體育教學組1,1,必修,0.0,5.0,101,2,2012,1,0099008a|A|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000339,B,紅樓夢賞析,B00-一般通識組1,1,選修,2.0,50.0,101,2,2012,1,00000339|B|B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000514,,《孟子》與現代社會,B00-一般通識組1,1,選修,2.0,40.0,101,2,2012,1,00000514||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,體育教學組,0099003i,I,體育-游泳,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099003i|I|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000339,A,紅樓夢賞析,B00-一般通識組1,1,選修,2.0,20.0,101,2,2012,1,00000339|A|B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099002g,G,體育-羽球,B99-體育教學組1,1,必修,0.0,5.0,101,2,2012,1,0099002g|G|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,體育教學組,0099002f,F,體育-羽球,B99-體育教學組1,1,必修,0.0,1.0,101,2,2012,1,0099002f|F|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000256,,古琴與哲學實踐,B00-一般通識組1,1,選修,2.0,16.0,101,2,2012,1,00000256||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000243,,電影生活英語與流行文化,B00-一般通識組2,2,選修,2.0,31.0,101,2,2012,1,00000243||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000429,,英文文法與應用,B00-一般通識組2,2,選修,2.0,70.0,101,2,2012,1,00000429||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,醫學系,00010667,,趣味人體探索,B01-醫學系2,2,選修,2.0,0.0,101,2,2012,1,00010667||B01-醫學系2,,,,,,1,,0,醫學相關,very_high,,N/A,,,,,,,,,
1012,保健營養學系,00070280,,烘焙理論與實作,B06A-保健學系4,4,選修,3.0,1.0,101,2,2012,1,00070280||B06A-保健學系4,,,,,,1,,0,營養保健,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000096,C,日文(一),B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000096|C|B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000359,,部落文化體驗與學習,B00-一般通識組2,2,選修,2.0,0.0,101,2,2012,1,00000359||B00-一般通識組2,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000364,,進階醫用客語與客家話學習,B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000364||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000245,,醫用台語與生活,B00-一般通識組1,1,選修,2.0,8.0,101,2,2012,1,00000245||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000096,D,日文(一),B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000096|D|B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000377,,走進生物學的秘密花園,B00-一般通識組2,2,選修,2.0,0.0,101,2,2012,1,00000377||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000097,A,日文(二),B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000097|A|B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000099,,德文(一),B00-一般通識組1,1,選修,2.0,12.0,101,2,2012,1,00000099||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,保健營養學系,00070217,,西式餐點,B06A-保健學系3,3,選修,3.0,60.0,101,2,2012,1,00070217||B06A-保健學系3,,,,,,1,,0,營養保健,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000097,C,日文(二),B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000097|C|B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,藥學系,00030203,B,藥用英文導論,B03-藥學系2,2,選修,2.0,0.0,101,2,2012,1,00030203|B|B03-藥學系2,,,,,,1,,0,藥學,low,,N/A,,,,,,,,,
1012,藥學系,00030220,A,生藥資源研究,B03-藥學系2,2,選修,2.0,0.0,101,2,2012,1,00030220|A|B03-藥學系2,,,,,,1,,0,藥學,low,,N/A,,,,,,,,,
1012,保健營養學系,00070270,,食品特性與品評,B06A-保健學系2,2,選修,2.0,0.0,101,2,2012,1,00070270||B06A-保健學系2,,,,,,1,,0,營養保健,high,,N/A,,,,,,,,,
1012,醫學系,00010624,,組織型態學技術,B01-醫學系3,3,選修,2.0,0.0,101,2,2012,1,00010624||B01-醫學系3,,,,,,1,,0,醫學相關,low,,N/A,,,,,,,,,
1012,醫學系,00010408,,管理哲學,B01-醫學系2,2,選修,2.0,0.0,101,2,2012,1,00010408||B01-醫學系2,,,,,,1,,0,醫學相關,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000107,,新聞英語,B00-一般通識組2,2,選修,2.0,10.0,101,2,2012,1,00000107||B00-一般通識組2,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,體育教學組,0099002e,E,體育-羽球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099002e|E|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000405,,史記與歷史人物評析,B00-一般通識組1,1,選修,2.0,30.0,101,2,2012,1,00000405||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,體育教學組,0099002d,D,體育-羽球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099002d|D|B99-體育教學組1,,,,,,1,,1,體育,medium,,N/A,,,,,,,,,
1012,一般通識組,00000076,,死亡學,B00-一般通識組2,2,選修,2.0,37.0,101,2,2012,1,00000076||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000130,,生活與民法,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000130||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000090,,日文(三),B00-一般通識組2,2,選修,2.0,10.0,101,2,2012,1,00000090||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000128,,英文字彙,B00-一般通識組2,2,選修,2.0,40.0,101,2,2012,1,00000128||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000096,A,日文(一),B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000096|A|B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,體育教學組,0099002c,C,體育-羽球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099002c|C|B99-體育教學組1,,,,,,1,,1,體育,medium,,N/A,,,,,,,,,
1012,體育教學組,0099002b,B,體育-羽球,B99-體育教學組1,1,必修,0.0,9.0,101,2,2012,1,0099002b|B|B99-體育教學組1,,,,,,1,,1,體育,high,,N/A,,,,,,,,,
1012,一般通識組,00000356,,科學英文閱讀,B00-一般通識組2,2,選修,2.0,13.0,101,2,2012,1,00000356||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000121,,繪畫原理與創作,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000121||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,體育教學組,0099002a,A,體育-羽球,B99-體育教學組1,1,必修,0.0,10.0,101,2,2012,1,0099002a|A|B99-體育教學組1,,,,,,1,,1,體育,medium,,N/A,,,,,,,,,
1012,一般通識組,00000396,,《共產黨宣言》與社會主義,B00-一般通識組1,1,選修,2.0,35.0,101,2,2012,1,00000396||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000248,,台語與臺灣文化,B00-一般通識組2,2,選修,2.0,7.0,101,2,2012,1,00000248||B00-一般通識組2,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000096,B,日文(一),B00-一般通識組1,1,選修,2.0,8.0,101,2,2012,1,00000096|B|B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000393,,柏拉圖對話錄：《自辯篇》,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000393||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000478,,《詩經》的世界,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000478||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,體育教學組,0099008h,H,體育-桌球,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099008h|H|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000523,,阿拉伯文明通史,B00-一般通識組1,1,選修,2.0,1.0,101,2,2012,1,00000523||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,藥學系,00030220,B,生藥資源研究,B03-藥學系2,2,選修,2.0,0.0,101,2,2012,1,00030220|B|B03-藥學系2,,,,,,1,,0,藥學,low,,N/A,,,,,,,,,
1012,一般通識組,00000425,B,三國演義,B00-一般通識組1,1,選修,2.0,25.0,101,2,2012,1,00000425|B|B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000414,,夢的解析,B00-一般通識組1,1,選修,2.0,16.0,101,2,2012,1,00000414||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000467,,建築藝術與文化,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000467||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000012,,國際關係,B00-一般通識組1,1,選修,2.0,5.0,101,2,2012,1,00000012||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000032,,音樂及音樂作品欣賞,B00-一般通識組2,2,選修,2.0,0.0,101,2,2012,1,00000032||B00-一般通識組2,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000298,,當代小說選,B00-一般通識組1,1,選修,2.0,2.0,101,2,2012,1,00000298||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000444,,社會分工論,B00-一般通識組1,1,選修,2.0,31.0,101,2,2012,1,00000444||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000184,,性別與心理健康,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000184||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000304,,兒童美學,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000304||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000465,,水滸傳品讀,B00-一般通識組1,1,選修,2.0,5.0,101,2,2012,1,00000465||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099024a,A,體育-體適能,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099024a|A|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1012,一般通識組,00000425,A,三國演義,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000425|A|B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099027a,A,體育-瑜珈,B99-體育教學組1,1,必修,0.0,15.0,101,2,2012,1,0099027a|A|B99-體育教學組1,,,,,,1,,1,體育,high,,N/A,,,,,,,,,
1012,一般通識組,00000449,,審議民主與新移民人權,B00-一般通識組2,2,選修,2.0,1.0,101,2,2012,1,00000449||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000258,B,哲學入門,B00-一般通識組1,1,選修,2.0,11.0,101,2,2012,1,00000258|B|B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000210,,音樂藝術與人文,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000210||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099027b,B,體育-瑜珈,B99-體育教學組1,1,必修,0.0,30.0,101,2,2012,1,0099027b|B|B99-體育教學組1,,,,,,1,,1,體育,high,,N/A,,,,,,,,,
1012,一般通識組,00000328,,泥塑與人體之美,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000328||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000226,,運動與健康,B00-一般通識組2,2,選修,2.0,50.0,101,2,2012,1,00000226||B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000462,,創意學,B00-一般通識組1,1,選修,2.0,5.0,101,2,2012,1,00000462||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000461,,法律與現代生活,B00-一般通識組1,1,選修,2.0,2.0,101,2,2012,1,00000461||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,一般通識組,00000031,,藝術作品及名畫欣賞,B00-一般通識組2,2,選修,2.0,3.0,101,2,2012,1,00000031||B00-一般通識組2,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,一般通識組,00000203,,希臘羅馬神話,B00-一般通識組1,1,選修,2.0,50.0,101,2,2012,1,00000203||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000262,,健康促進與管理,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000262||B00-一般通識組1,,,,,,1,,0,通識,low,,N/A,,,,,,,,,
1012,體育教學組,0099022a,A,體育-飛輪有氧,B99-體育教學組1,1,必修,0.0,20.0,101,2,2012,1,0099022a|A|B99-體育教學組1,,,,,,1,,1,體育,very_high,,N/A,,,,,,,,,
1012,體育教學組,0099023a,A,體育-有氧舞蹈,B99-體育教學組1,1,必修,0.0,21.0,101,2,2012,1,0099023a|A|B99-體育教學組1,,,,,,1,,1,體育,high,,N/A,,,,,,,,,
1012,一般通識組,00000469,,英美文學選讀,B00-一般通識組1,1,選修,2.0,49.0,101,2,2012,1,00000469||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000036,,臺灣文學,B00-一般通識組1,1,選修,2.0,0.0,101,2,2012,1,00000036||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1012,體育教學組,0099019b,B,體育-健身適能,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099019b|B|B99-體育教學組1,,,,,,1,,1,體育,medium,,N/A,,,,,,,,,
1012,一般通識組,00000278,,人生理財規劃,B00-一般通識組2,2,選修,2.0,0.0,101,2,2012,1,00000278||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000474,,西方文化中的數學,B00-一般通識組2,2,選修,2.0,25.0,101,2,2012,1,00000474||B00-一般通識組2,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000476,,韓國歷史與文化,B00-一般通識組1,1,選修,2.0,10.0,101,2,2012,1,00000476||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,一般通識組,00000270,,旅遊英文,B00-一般通識組1,1,選修,2.0,20.0,101,2,2012,1,00000270||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1012,一般通識組,00000219,,養生藥膳,B00-一般通識組1,1,選修,2.0,19.0,101,2,2012,1,00000219||B00-一般通識組1,,,,,,1,,0,通識,high,,N/A,,,,,,,,,
1012,體育教學組,0099019a,A,體育-健身適能,B99-體育教學組1,1,必修,0.0,0.0,101,2,2012,1,0099019a|A|B99-體育教學組1,,,,,,1,,1,體育,low,,N/A,,,,,,,,,
1021,牙醫學系,00020261,,牙醫診所之經營,B02-牙醫學系5,5,選修,2.0,100.0,102,1,2013,2,00020261||B02-牙醫學系5,,,,,,1,,0,醫學相關,very_high,,N/A,,,,,,,,,
1021,體育教學組,0099002c,C,體育-羽球,B99-體育教學組1,1,必修,0.0,15.0,102,1,2013,2,0099002c|C|B99-體育教學組1,0.0,,0.0,0.0,,2,,1,體育,medium,,N/A,,,,,,,,,
1021,一般通識組,00000243,A,電影生活英語與流行文化,B00-一般通識組2,2,選修,2.0,41.0,102,1,2013,2,00000243|A|B00-一般通識組2,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1021,醫學系,00010705,,初階臨床體驗,B01-醫學系2,2,選修,1.0,6.0,102,1,2013,2,00010705||B01-醫學系2,,,,,,1,,0,醫學相關,medium,,N/A,,,,,,,,,
1021,一般通識組,00000552,,柏拉圖對話錄選讀,B00-一般通識組1,1,選修,2.0,25.0,102,1,2013,2,00000552||B00-一般通識組1,,,,,,1,,0,通識,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000096,A,日文(一),B00-一般通識組1,1,選修,2.0,20.0,102,1,2013,2,00000096|A|B00-一般通識組1,1.0,,1.0,1.0,,2,,0,通識,medium,,N/A,,,,,,,,,
1021,一般通識組,00000328,,泥塑與人體之美,B00-一般通識組1,1,選修,2.0,20.0,102,1,2013,2,00000328||B00-一般通識組1,10.0,,10.0,10.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000377,,走進生物學的秘密花園,B00-一般通識組2,2,選修,2.0,3.0,102,1,2013,2,00000377||B00-一般通識組2,0.0,,0.0,0.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,體育教學組,0099002b,B,體育-羽球,B99-體育教學組1,1,必修,0.0,5.0,102,1,2013,2,0099002b|B|B99-體育教學組1,9.0,,9.0,9.0,,2,,1,體育,high,,N/A,,,,,,,,,
1021,一般通識組,00000128,,英文字彙,B00-一般通識組2,2,選修,2.0,60.0,102,1,2013,2,00000128||B00-一般通識組2,40.0,,40.0,40.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000090,,日文(三),B00-一般通識組2,2,選修,2.0,0.0,102,1,2013,2,00000090||B00-一般通識組2,10.0,,10.0,10.0,,2,,0,通識,high,,N/A,,,,,,,,,
1021,一般通識組,00000226,,運動與健康,B00-一般通識組2,2,選修,2.0,95.0,102,1,2013,2,00000226||B00-一般通識組2,50.0,,50.0,50.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,藥學系,00030171,A,化妝品學實驗,B03-藥學系4,4,選修,2.0,100.0,102,1,2013,2,00030171|A|B03-藥學系4,,,,,,1,,0,藥學,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000548,,新環境心理學,B00-一般通識組1,1,選修,2.0,1.0,102,1,2013,2,00000548||B00-一般通識組1,,,,,,1,,0,通識,medium,,N/A,,,,,,,,,
1021,一般通識組,00000130,,生活與民法,B00-一般通識組1,1,選修,2.0,10.0,102,1,2013,2,00000130||B00-一般通識組1,0.0,,0.0,0.0,,2,,0,通識,medium,,N/A,,,,,,,,,
1021,一般通識組,00000076,,死亡學,B00-一般通識組2,2,選修,2.0,43.0,102,1,2013,2,00000076||B00-一般通識組2,37.0,,37.0,37.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000270,,旅遊英文,B00-一般通識組1,1,選修,2.0,35.0,102,1,2013,2,00000270||B00-一般通識組1,20.0,,20.0,20.0,,2,,0,通識,very_high,,N/A,,,,,,,,,
1021,一般通識組,00000031,,藝術作品及名畫欣賞,B00-一般通識組2,2,選修,2.0,4.0,102,1,2013,2,00000031||B00-一般通識組2,3.0,,3.0,3.0,,2,,0,通識,medium,,N/A,,,,,,,,,
1021,體育教學組,0099002d,D,體育-羽球,B99-體育教學組1,1,必修,0.0,24.0,102,1,2013,2,0099002d|D|B99-體育教學組1,0.0,,0.0,0.0,,2,,1,體育,medium,,N/A,,,,,,,,,
